"type","game_id","home_team","away_team","week","season","state_of_game"
"reg","2019100612","KC","IND",5,2019,"PRE"
"reg","2019100700","SF","CLE",5,2019,"PRE"
"reg","2019101000","NE","NYG",6,2019,"PRE"
"reg","2019101300","TB","CAR",6,2019,"PRE"
"reg","2019101305","MIA","WAS",6,2019,"PRE"
"reg","2019101306","MIN","PHI",6,2019,"PRE"
"reg","2019101304","KC","HOU",6,2019,"PRE"
"reg","2019101303","JAX","NO",6,2019,"PRE"
"reg","2019101302","CLE","SEA",6,2019,"PRE"
"reg","2019101301","BAL","CIN",6,2019,"PRE"
"reg","2019101308","LA","SF",6,2019,"PRE"
"reg","2019101307","ARI","ATL",6,2019,"PRE"
"reg","2019101310","NYJ","DAL",6,2019,"PRE"
"reg","2019101309","DEN","TEN",6,2019,"PRE"
"reg","2019101311","LAC","PIT",6,2019,"PRE"
"reg","2019101400","GB","DET",6,2019,"PRE"
"reg","2019101700","DEN","KC",7,2019,"PRE"
"reg","2019102001","BUF","MIA",7,2019,"PRE"
"reg","2019102002","CIN","JAX",7,2019,"PRE"
"reg","2019102003","DET","MIN",7,2019,"PRE"
"reg","2019102004","GB","OAK",7,2019,"PRE"
"reg","2019102000","ATL","LA",7,2019,"PRE"
"reg","2019102005","IND","HOU",7,2019,"PRE"
"reg","2019102007","WAS","SF",7,2019,"PRE"
"reg","2019102006","NYG","ARI",7,2019,"PRE"
"reg","2019102008","TEN","LAC",7,2019,"PRE"
"reg","2019102009","CHI","NO",7,2019,"PRE"
"reg","2019102010","SEA","BAL",7,2019,"PRE"
"reg","2019102011","DAL","PHI",7,2019,"PRE"
"reg","2019102100","NYJ","NE",7,2019,"PRE"
"reg","2019102400","MIN","WAS",8,2019,"PRE"
"reg","2019102700","ATL","SEA",8,2019,"PRE"
"reg","2019102708","TEN","TB",8,2019,"PRE"
"reg","2019102707","NO","ARI",8,2019,"PRE"
"reg","2019102706","LA","CIN",8,2019,"PRE"
"reg","2019102705","JAX","NYJ",8,2019,"PRE"
"reg","2019102701","BUF","PHI",8,2019,"PRE"
"reg","2019102702","CHI","LAC",8,2019,"PRE"
"reg","2019102703","DET","NYG",8,2019,"PRE"
"reg","2019102704","HOU","OAK",8,2019,"PRE"
"reg","2019102709","SF","CAR",8,2019,"PRE"
"reg","2019102711","NE","CLE",8,2019,"PRE"
"reg","2019102710","IND","DEN",8,2019,"PRE"
"reg","2019102712","KC","GB",8,2019,"PRE"
"reg","2019102800","PIT","MIA",8,2019,"PRE"
"reg","2019103100","ARI","SF",9,2019,"PRE"
"reg","2019110300","JAX","HOU",9,2019,"PRE"
"reg","2019110305","PHI","CHI",9,2019,"PRE"
"reg","2019110306","PIT","IND",9,2019,"PRE"
"reg","2019110304","MIA","NYJ",9,2019,"PRE"
"reg","2019110303","KC","MIN",9,2019,"PRE"
"reg","2019110302","CAR","TEN",9,2019,"PRE"
"reg","2019110301","BUF","WAS",9,2019,"PRE"
"reg","2019110308","SEA","TB",9,2019,"PRE"
"reg","2019110307","OAK","DET",9,2019,"PRE"
"reg","2019110310","LAC","GB",9,2019,"PRE"
"reg","2019110309","DEN","CLE",9,2019,"PRE"
"reg","2019110311","BAL","NE",9,2019,"PRE"
"reg","2019110400","NYG","DAL",9,2019,"PRE"
"reg","2019110700","OAK","LAC",10,2019,"PRE"
"reg","2019111001","CIN","BAL",10,2019,"PRE"
"reg","2019111002","CLE","BUF",10,2019,"PRE"
"reg","2019111003","GB","CAR",10,2019,"PRE"
"reg","2019111004","NO","ATL",10,2019,"PRE"
"reg","2019111000","CHI","DET",10,2019,"PRE"
"reg","2019111005","NYJ","NYG",10,2019,"PRE"
"reg","2019111007","TEN","KC",10,2019,"PRE"
"reg","2019111006","TB","ARI",10,2019,"PRE"
"reg","2019111008","IND","MIA",10,2019,"PRE"
"reg","2019111009","PIT","LA",10,2019,"PRE"
"reg","2019111010","DAL","MIN",10,2019,"PRE"
"reg","2019111100","SF","SEA",10,2019,"PRE"
"reg","2019111400","CLE","PIT",11,2019,"PRE"
"reg","2019111701","CAR","ATL",11,2019,"PRE"
"reg","2019111702","DET","DAL",11,2019,"PRE"
"reg","2019111703","IND","JAX",11,2019,"PRE"
"reg","2019111704","MIA","BUF",11,2019,"PRE"
"reg","2019111700","BAL","HOU",11,2019,"PRE"
"reg","2019111705","MIN","DEN",11,2019,"PRE"
"reg","2019111707","WAS","NYJ",11,2019,"PRE"
"reg","2019111706","TB","NO",11,2019,"PRE"
"reg","2019111708","SF","ARI",11,2019,"PRE"
"reg","2019111709","OAK","CIN",11,2019,"PRE"
"reg","2019111710","PHI","NE",11,2019,"PRE"
"reg","2019111711","LA","CHI",11,2019,"PRE"
"reg","2019111800","LAC","KC",11,2019,"PRE"
"reg","2019112100","HOU","IND",12,2019,"PRE"
"reg","2019112401","BUF","DEN",12,2019,"PRE"
"reg","2019112402","CHI","NYG",12,2019,"PRE"
"reg","2019112403","CIN","PIT",12,2019,"PRE"
"reg","2019112404","CLE","MIA",12,2019,"PRE"
"reg","2019112400","ATL","TB",12,2019,"PRE"
"reg","2019112405","NO","CAR",12,2019,"PRE"
"reg","2019112407","WAS","DET",12,2019,"PRE"
"reg","2019112406","NYJ","OAK",12,2019,"PRE"
"reg","2019112408","TEN","JAX",12,2019,"PRE"
"reg","2019112409","NE","DAL",12,2019,"PRE"
"reg","2019112410","SF","GB",12,2019,"PRE"
"reg","2019112411","PHI","SEA",12,2019,"PRE"
"reg","2019112500","LA","BAL",12,2019,"PRE"
"reg","2019112800","DET","CHI",13,2019,"PRE"
"reg","2019112801","DAL","BUF",13,2019,"PRE"
"reg","2019112802","ATL","NO",13,2019,"PRE"
"reg","2019120103","IND","TEN",13,2019,"PRE"
"reg","2019120102","CIN","NYJ",13,2019,"PRE"
"reg","2019120101","CAR","WAS",13,2019,"PRE"
"reg","2019120100","BAL","SF",13,2019,"PRE"
"reg","2019120104","JAX","TB",13,2019,"PRE"
"reg","2019120107","NYG","GB",13,2019,"PRE"
"reg","2019120106","MIA","PHI",13,2019,"PRE"
"reg","2019120105","KC","OAK",13,2019,"PRE"
"reg","2019120108","ARI","LA",13,2019,"PRE"
"reg","2019120110","PIT","CLE",13,2019,"PRE"
"reg","2019120109","DEN","LAC",13,2019,"PRE"
"reg","2019120111","HOU","NE",13,2019,"PRE"
"reg","2019120200","SEA","MIN",13,2019,"PRE"
"reg","2019120500","CHI","DAL",14,2019,"PRE"
"reg","2019120800","ATL","CAR",14,2019,"PRE"
"reg","2019120808","TB","IND",14,2019,"PRE"
"reg","2019120807","NYJ","MIA",14,2019,"PRE"
"reg","2019120806","NO","SF",14,2019,"PRE"
"reg","2019120805","MIN","DET",14,2019,"PRE"
"reg","2019120804","HOU","DEN",14,2019,"PRE"
"reg","2019120801","BUF","BAL",14,2019,"PRE"
"reg","2019120802","CLE","CIN",14,2019,"PRE"
"reg","2019120803","GB","WAS",14,2019,"PRE"
"reg","2019120809","JAX","LAC",14,2019,"PRE"
"reg","2019120810","ARI","PIT",14,2019,"PRE"
"reg","2019120812","OAK","TEN",14,2019,"PRE"
"reg","2019120811","NE","KC",14,2019,"PRE"
"reg","2019120813","LA","SEA",14,2019,"PRE"
"reg","2019120900","PHI","NYG",14,2019,"PRE"
"reg","2019121200","BAL","NYJ",15,2019,"PRE"
"reg","2019121500","CAR","SEA",15,2019,"PRE"
"reg","2019121508","WAS","PHI",15,2019,"PRE"
"reg","2019121507","TEN","HOU",15,2019,"PRE"
"reg","2019121506","PIT","BUF",15,2019,"PRE"
"reg","2019121505","NYG","MIA",15,2019,"PRE"
"reg","2019121504","KC","DEN",15,2019,"PRE"
"reg","2019121501","CIN","NE",15,2019,"PRE"
"reg","2019121502","DET","TB",15,2019,"PRE"
"reg","2019121503","GB","CHI",15,2019,"PRE"
"reg","2019121510","OAK","JAX",15,2019,"PRE"
"reg","2019121509","ARI","CLE",15,2019,"PRE"
"reg","2019121512","SF","ATL",15,2019,"PRE"
"reg","2019121511","DAL","LA",15,2019,"PRE"
"reg","2019121513","LAC","MIN",15,2019,"PRE"
"reg","2019121600","NO","IND",15,2019,"PRE"
"reg","2019122200","DEN","DET",16,2019,"PRE"
"reg","2019122201","LAC","OAK",16,2019,"PRE"
"reg","2019122211","WAS","NYG",16,2019,"PRE"
"reg","2019122210","TEN","NO",16,2019,"PRE"
"reg","2019122209","NYJ","PIT",16,2019,"PRE"
"reg","2019122202","NE","BUF",16,2019,"PRE"
"reg","2019122203","SF","LA",16,2019,"PRE"
"reg","2019122204","TB","HOU",16,2019,"PRE"
"reg","2019122205","ATL","JAX",16,2019,"PRE"
"reg","2019122206","CLE","BAL",16,2019,"PRE"
"reg","2019122207","IND","CAR",16,2019,"PRE"
"reg","2019122208","MIA","CIN",16,2019,"PRE"
"reg","2019122213","SEA","ARI",16,2019,"PRE"
"reg","2019122212","PHI","DAL",16,2019,"PRE"
"reg","2019122214","CHI","KC",16,2019,"PRE"
"reg","2019122300","MIN","GB",16,2019,"PRE"
"reg","2019122900","BAL","PIT",17,2019,"PRE"
"reg","2019122901","BUF","NYJ",17,2019,"PRE"
"reg","2019122912","TB","ATL",17,2019,"PRE"
"reg","2019122911","NYG","PHI",17,2019,"PRE"
"reg","2019122902","CAR","NO",17,2019,"PRE"
"reg","2019122903","CIN","CLE",17,2019,"PRE"
"reg","2019122904","DAL","WAS",17,2019,"PRE"
"reg","2019122905","DET","GB",17,2019,"PRE"
"reg","2019122906","HOU","TEN",17,2019,"PRE"
"reg","2019122907","JAX","IND",17,2019,"PRE"
"reg","2019122908","KC","LAC",17,2019,"PRE"
"reg","2019122909","MIN","CHI",17,2019,"PRE"
"reg","2019122910","NE","MIA",17,2019,"PRE"
"reg","2019122913","DEN","OAK",17,2019,"PRE"
"reg","2019122914","LA","ARI",17,2019,"PRE"
"reg","2019122915","SEA","SF",17,2019,"PRE"
